2,4,8,16,32,64
0,1,2,6,5,47
0,1,2,6,5,47
0,1,2,6,5,47
0,1,2,6,5,47
0,1,2,6,5,47
0,1,2,7,5,46
0,1,2,7,5,46
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,6,8,22,38
0,1,2,6,5,47
0,1,2,6,5,47
0,1,2,6,5,47
0,1,2,6,5,47
0,1,2,6,5,47
0,1,2,7,5,46
0,1,2,7,5,46
0,1,2,7,5,46
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
1,2,7,11,19,58
