2,4,8,16,32,64,128,256
0,1,2,6,5,47,96,185
0,1,2,6,5,47,96,185
0,1,2,6,5,47,96,185
0,1,2,6,5,47,96,190
0,1,2,6,5,47,96,190
0,1,2,7,5,46,97,190
0,1,2,7,5,46,97,190
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,85,2
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,2
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,2
1,2,7,11,19,58,85,2
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,2
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,2
1,2,7,11,19,58,85,2
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,2
1,2,7,11,19,58,85,2
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,6,8,22,38,76,123
0,1,2,6,5,47,96,185
0,1,2,6,5,47,96,185
0,1,2,6,5,47,96,185
0,1,2,6,5,47,96,190
0,1,2,6,5,47,96,190
0,1,2,7,5,46,97,190
0,1,2,7,5,46,97,190
0,1,2,7,5,46,97,190
1,2,7,11,19,58,84,3
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,3
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,3
1,2,7,11,19,58,84,3
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,84,2
1,2,7,11,19,58,85,2
1,2,7,11,19,58,85,2
1,2,7,11,19,58,85,2
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,2
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,2
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,3
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,7,11,19,58,85,1
1,2,6,11,22,38,73,123
0,1,3,4,31,17,62,234
0,1,3,4,31,17,62,234
0,1,3,4,31,17,62,237
0,1,3,4,31,17,62,237
0,1,3,4,31,18,62,237
0,1,3,4,31,18,63,234
0,1,3,4,31,18,63,234
0,1,3,4,31,18,63,237
0,1,3,4,31,18,62,234
0,1,3,4,31,18,63,234
0,1,3,4,31,18,63,234
0,1,3,4,31,18,63,234
0,1,3,4,31,18,62,234
0,1,3,4,31,18,62,252
0,1,3,4,31,17,62,234
0,1,3,4,31,17,62,234
0,1,3,4,31,17,62,237
0,1,3,4,31,18,62,234
0,1,3,4,31,18,63,234
0,1,3,4,31,18,63,235
0,1,3,4,31,18,63,234
0,1,3,4,31,18,62,237
0,1,3,4,31,18,62,234
0,1,3,4,31,18,63,234
0,1,3,4,31,18,63,234
0,1,3,4,31,18,63,234
0,1,3,4,31,18,62,253
0,1,3,4,31,18,62,252
1,2,6,8,29,33,127,36
1,2,6,8,28,42,64,53
1,2,6,8,28,42,64,49
1,2,6,8,28,42,64,53
1,2,6,8,28,42,64,53
1,2,6,8,28,42,64,53
1,2,6,8,28,42,64,53
1,2,6,8,28,42,64,53
1,2,6,8,28,42,64,53
1,2,6,8,28,42,65,53
1,2,6,8,28,42,65,48
1,2,6,8,28,42,65,48
1,2,6,8,28,42,65,53
1,2,6,8,28,42,65,53
1,2,6,8,28,42,65,49
1,2,6,8,28,42,65,48
1,2,6,8,28,42,65,49
1,2,6,8,28,42,65,49
1,2,6,8,28,42,65,49
1,2,6,8,28,42,65,49
1,2,6,8,28,42,65,49
1,2,6,8,28,42,65,49
1,2,6,8,28,42,65,49
1,2,6,8,28,42,79,50
1,2,6,8,28,42,79,50
1,2,6,8,28,42,79,50
1,2,6,8,28,42,79,50
1,2,6,8,28,42,79,50
1,2,6,10,28,42,79,51
1,2,6,10,28,42,79,51
1,2,6,10,28,43,79,51
1,2,6,10,28,43,79,51
1,2,6,10,28,43,79,51
1,2,6,10,28,43,79,51
1,2,6,10,28,43,79,51
1,2,6,10,28,43,79,51
1,2,6,10,28,43,79,51
1,2,6,10,28,43,79,51
1,2,6,10,28,43,79,51
1,2,6,10,28,43,79,51
1,2,6,10,28,43,79,51
1,2,6,10,28,43,79,51
1,2,6,10,28,43,79,51
1,2,6,10,28,43,79,51
1,2,6,10,28,43,79,51
1,2,6,10,28,43,79,51
1,2,6,10,28,43,79,51
1,2,6,10,28,43,79,51
1,2,6,10,28,43,79,51
1,2,6,10,28,43,79,51
1,2,6,10,28,43,79,51
1,2,6,10,28,43,79,52
1,2,6,10,28,43,79,52
1,2,6,10,28,43,79,52
1,2,6,10,28,43,79,52
1,2,6,10,28,43,79,52
1,2,6,10,28,43,79,52
1,2,6,10,28,43,79,52
1,2,6,10,28,43,79,52
1,2,6,10,28,43,79,52
1,2,6,10,28,43,79,52
1,2,6,10,28,43,79,52
1,2,6,10,28,43,78,52
1,2,6,10,28,43,78,52
1,2,6,10,28,43,78,52
1,2,6,10,28,43,78,52
1,2,6,10,28,43,78,52
1,2,6,10,28,43,78,52
1,2,6,10,28,43,78,52
1,2,6,10,28,43,78,52
